pokedex number,branch code,name,generation,type1,type2,number of types,sprites
0238,238_0,smoochum,2,ice,psychic,2,https://img.pokemondb.net/sprites/home/normal/smoochum.png
0239,239_0,elekid,2,electric,,1,https://img.pokemondb.net/sprites/home/normal/elekid.png
0240,240_0,magby,2,fire,,1,https://img.pokemondb.net/sprites/home/normal/magby.png
0241,241_0,miltank,2,normal,,1,https://img.pokemondb.net/sprites/home/normal/miltank.png
0242,242_0,blissey,2,normal,,1,https://img.pokemondb.net/sprites/home/normal/blissey.png
0243,243_0,raikou,2,electric,,1,https://img.pokemondb.net/sprites/home/normal/raikou.png
0244,244_0,entei,2,fire,,1,https://img.pokemondb.net/sprites/home/normal/entei.png
0245,245_0,suicune,2,water,,1,https://img.pokemondb.net/sprites/home/normal/suicune.png
0246,246_0,larvitar,2,rock,ground,2,https://img.pokemondb.net/sprites/home/normal/larvitar.png
0247,247_0,pupitar,2,rock,ground,2,https://img.pokemondb.net/sprites/home/normal/pupitar.png
0248,248_0,tyranitar,2,rock,dark,2,https://img.pokemondb.net/sprites/home/normal/tyranitar.png
0249,249_0,lugia,2,psychic,flying,2,https://img.pokemondb.net/sprites/home/normal/lugia.png
0250,250_0,ho-oh,2,fire,flying,2,https://img.pokemondb.net/sprites/home/normal/ho-oh.png
0251,251_0,celebi,2,psychic,grass,2,https://img.pokemondb.net/sprites/home/normal/celebi.png
0252,252_0,treecko,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/treecko.png
0253,253_0,grovyle,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/grovyle.png
0254,254_0,sceptile,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/sceptile.png
0255,255_0,torchic,3,fire,,1,https://img.pokemondb.net/sprites/home/normal/torchic.png
0256,256_0,combusken,3,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/combusken.png
0257,257_0,blaziken,3,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/blaziken.png
0258,258_0,mudkip,3,water,,1,https://img.pokemondb.net/sprites/home/normal/mudkip.png
0259,259_0,marshtomp,3,water,ground,2,https://img.pokemondb.net/sprites/home/normal/marshtomp.png
0260,260_0,swampert,3,water,ground,2,https://img.pokemondb.net/sprites/home/normal/swampert.png
0261,261_0,poochyena,3,dark,,1,https://img.pokemondb.net/sprites/home/normal/poochyena.png
0262,262_0,mightyena,3,dark,,1,https://img.pokemondb.net/sprites/home/normal/mightyena.png
0263,263_0,zigzagoon,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/zigzagoon.png
0263,263_1,zigzagoon-galarian,8,dark,normal,2,https://img.pokemondb.net/sprites/home/normal/zigzagoon-galarian.png
0264,264_0,linoone,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/linoone.png
0264,264_1,linoone-galarian,8,dark,normal,2,https://img.pokemondb.net/sprites/home/normal/linoone-galarian.png
0265,265_0,wurmple,3,bug,,1,https://img.pokemondb.net/sprites/home/normal/wurmple.png
0266,266_0,silcoon,3,bug,,1,https://img.pokemondb.net/sprites/home/normal/silcoon.png
0267,267_0,beautifly,3,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/beautifly.png
0268,268_0,cascoon,3,bug,,1,https://img.pokemondb.net/sprites/home/normal/cascoon.png
0269,269_0,dustox,3,bug,poison,2,https://img.pokemondb.net/sprites/home/normal/dustox.png
0270,270_0,lotad,3,water,grass,2,https://img.pokemondb.net/sprites/home/normal/lotad.png
0271,271_0,lombre,3,water,grass,2,https://img.pokemondb.net/sprites/home/normal/lombre.png
0272,272_0,ludicolo,3,water,grass,2,https://img.pokemondb.net/sprites/home/normal/ludicolo.png
0273,273_0,seedot,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/seedot.png
0274,274_0,nuzleaf,3,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/nuzleaf.png
0275,275_0,shiftry,3,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/shiftry.png
0276,276_0,taillow,3,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/taillow.png
0277,277_0,swellow,3,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/swellow.png
0278,278_0,wingull,3,water,flying,2,https://img.pokemondb.net/sprites/home/normal/wingull.png
0279,279_0,pelipper,3,water,flying,2,https://img.pokemondb.net/sprites/home/normal/pelipper.png
0280,280_0,ralts,3,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/ralts.png
0281,281_0,kirlia,3,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/kirlia.png
0282,282_0,gardevoir,3,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/gardevoir.png
0283,283_0,surskit,3,bug,water,2,https://img.pokemondb.net/sprites/home/normal/surskit.png
0284,284_0,masquerain,3,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/masquerain.png
0285,285_0,shroomish,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/shroomish.png
0286,286_0,breloom,3,grass,fighting,2,https://img.pokemondb.net/sprites/home/normal/breloom.png
0287,287_0,slakoth,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/slakoth.png
0288,288_0,vigoroth,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/vigoroth.png
0289,289_0,slaking,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/slaking.png
0290,290_0,nincada,3,bug,ground,2,https://img.pokemondb.net/sprites/home/normal/nincada.png
0291,291_0,ninjask,3,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/ninjask.png
0292,292_0,shedinja,3,bug,ghost,2,https://img.pokemondb.net/sprites/home/normal/shedinja.png
0293,293_0,whismur,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/whismur.png
0294,294_0,loudred,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/loudred.png
0295,295_0,exploud,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/exploud.png
0296,296_0,makuhita,3,fighting,,1,https://img.pokemondb.net/sprites/home/normal/makuhita.png
0297,297_0,hariyama,3,fighting,,1,https://img.pokemondb.net/sprites/home/normal/hariyama.png
0298,298_0,azurill,3,normal,fairy,2,https://img.pokemondb.net/sprites/home/normal/azurill.png
0299,299_0,nosepass,3,rock,,1,https://img.pokemondb.net/sprites/home/normal/nosepass.png
0300,300_0,skitty,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/skitty.png
0301,301_0,delcatty,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/delcatty.png
0302,302_0,sableye,3,dark,ghost,2,https://img.pokemondb.net/sprites/home/normal/sableye.png
0303,303_0,mawile,3,steel,fairy,2,https://img.pokemondb.net/sprites/home/normal/mawile.png
0304,304_0,aron,3,steel,rock,2,https://img.pokemondb.net/sprites/home/normal/aron.png
0305,305_0,lairon,3,steel,rock,2,https://img.pokemondb.net/sprites/home/normal/lairon.png
0306,306_0,aggron,3,steel,rock,2,https://img.pokemondb.net/sprites/home/normal/aggron.png
0307,307_0,meditite,3,fighting,psychic,2,https://img.pokemondb.net/sprites/home/normal/meditite.png
0308,308_0,medicham,3,fighting,psychic,2,https://img.pokemondb.net/sprites/home/normal/medicham.png
0309,309_0,electrike,3,electric,,1,https://img.pokemondb.net/sprites/home/normal/electrike.png
0310,310_0,manectric,3,electric,,1,https://img.pokemondb.net/sprites/home/normal/manectric.png
0311,311_0,plusle,3,electric,,1,https://img.pokemondb.net/sprites/home/normal/plusle.png
0312,312_0,minun,3,electric,,1,https://img.pokemondb.net/sprites/home/normal/minun.png
0313,313_0,volbeat,3,bug,,1,https://img.pokemondb.net/sprites/home/normal/volbeat.png
0314,314_0,illumise,3,bug,,1,https://img.pokemondb.net/sprites/home/normal/illumise.png
0315,315_0,roselia,3,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/roselia.png
0316,316_0,gulpin,3,poison,,1,https://img.pokemondb.net/sprites/home/normal/gulpin.png
0317,317_0,swalot,3,poison,,1,https://img.pokemondb.net/sprites/home/normal/swalot.png
0318,318_0,carvanha,3,water,dark,2,https://img.pokemondb.net/sprites/home/normal/carvanha.png
0319,319_0,sharpedo,3,water,dark,2,https://img.pokemondb.net/sprites/home/normal/sharpedo.png
0320,320_0,wailmer,3,water,,1,https://img.pokemondb.net/sprites/home/normal/wailmer.png
0321,321_0,wailord,3,water,,1,https://img.pokemondb.net/sprites/home/normal/wailord.png
0322,322_0,numel,3,fire,ground,2,https://img.pokemondb.net/sprites/home/normal/numel.png
0323,323_0,camerupt,3,fire,ground,2,https://img.pokemondb.net/sprites/home/normal/camerupt.png
0324,324_0,torkoal,3,fire,,1,https://img.pokemondb.net/sprites/home/normal/torkoal.png
0325,325_0,spoink,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/spoink.png
0326,326_0,grumpig,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/grumpig.png
0327,327_0,spinda,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/spinda.png
0328,328_0,trapinch,3,ground,,1,https://img.pokemondb.net/sprites/home/normal/trapinch.png
0329,329_0,vibrava,3,ground,dragon,2,https://img.pokemondb.net/sprites/home/normal/vibrava.png
0330,330_0,flygon,3,ground,dragon,2,https://img.pokemondb.net/sprites/home/normal/flygon.png
0331,331_0,cacnea,3,grass,,1,https://img.pokemondb.net/sprites/home/normal/cacnea.png
0332,332_0,cacturne,3,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/cacturne.png
0333,333_0,swablu,3,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/swablu.png
0334,334_0,altaria,3,dragon,flying,2,https://img.pokemondb.net/sprites/home/normal/altaria.png
0335,335_0,zangoose,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/zangoose.png
0336,336_0,seviper,3,poison,,1,https://img.pokemondb.net/sprites/home/normal/seviper.png
0337,337_0,lunatone,3,rock,psychic,2,https://img.pokemondb.net/sprites/home/normal/lunatone.png
0338,338_0,solrock,3,rock,psychic,2,https://img.pokemondb.net/sprites/home/normal/solrock.png
0339,339_0,barboach,3,water,ground,2,https://img.pokemondb.net/sprites/home/normal/barboach.png
0340,340_0,whiscash,3,water,ground,2,https://img.pokemondb.net/sprites/home/normal/whiscash.png
0341,341_0,corphish,3,water,,1,https://img.pokemondb.net/sprites/home/normal/corphish.png
0342,342_0,crawdaunt,3,water,dark,2,https://img.pokemondb.net/sprites/home/normal/crawdaunt.png
0343,343_0,baltoy,3,ground,psychic,2,https://img.pokemondb.net/sprites/home/normal/baltoy.png
0344,344_0,claydol,3,ground,psychic,2,https://img.pokemondb.net/sprites/home/normal/claydol.png
0345,345_0,lileep,3,rock,grass,2,https://img.pokemondb.net/sprites/home/normal/lileep.png
0346,346_0,cradily,3,rock,grass,2,https://img.pokemondb.net/sprites/home/normal/cradily.png
0347,347_0,anorith,3,rock,bug,2,https://img.pokemondb.net/sprites/home/normal/anorith.png
0348,348_0,armaldo,3,rock,bug,2,https://img.pokemondb.net/sprites/home/normal/armaldo.png
0349,349_0,feebas,3,water,,1,https://img.pokemondb.net/sprites/home/normal/feebas.png
0350,350_0,milotic,3,water,,1,https://img.pokemondb.net/sprites/home/normal/milotic.png
0351,351_0,castform,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/castform.png
0351,351_1,castform-sunny,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/castform-sunny.png
0351,351_2,castform-rainy,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/castform-rainy.png
0351,351_3,castform-snowy,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/castform-snowy.png
0352,352_0,kecleon,3,normal,,1,https://img.pokemondb.net/sprites/home/normal/kecleon.png
0353,353_0,shuppet,3,ghost,,1,https://img.pokemondb.net/sprites/home/normal/shuppet.png
0354,354_0,banette,3,ghost,,1,https://img.pokemondb.net/sprites/home/normal/banette.png
0355,355_0,duskull,3,ghost,,1,https://img.pokemondb.net/sprites/home/normal/duskull.png
0356,356_0,dusclops,3,ghost,,1,https://img.pokemondb.net/sprites/home/normal/dusclops.png
0357,357_0,tropius,3,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/tropius.png
0358,358_0,chimecho,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/chimecho.png
0359,359_0,absol,3,dark,,1,https://img.pokemondb.net/sprites/home/normal/absol.png
0360,360_0,wynaut,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/wynaut.png
0361,361_0,snorunt,3,ice,,1,https://img.pokemondb.net/sprites/home/normal/snorunt.png
0362,362_0,glalie,3,ice,,1,https://img.pokemondb.net/sprites/home/normal/glalie.png
0363,363_0,spheal,3,ice,water,2,https://img.pokemondb.net/sprites/home/normal/spheal.png
0364,364_0,sealeo,3,ice,water,2,https://img.pokemondb.net/sprites/home/normal/sealeo.png
0365,365_0,walrein,3,ice,water,2,https://img.pokemondb.net/sprites/home/normal/walrein.png
0366,366_0,clamperl,3,water,,1,https://img.pokemondb.net/sprites/home/normal/clamperl.png
0367,367_0,huntail,3,water,,1,https://img.pokemondb.net/sprites/home/normal/huntail.png
0368,368_0,gorebyss,3,water,,1,https://img.pokemondb.net/sprites/home/normal/gorebyss.png
0369,369_0,relicanth,3,water,rock,2,https://img.pokemondb.net/sprites/home/normal/relicanth.png
0370,370_0,luvdisc,3,water,,1,https://img.pokemondb.net/sprites/home/normal/luvdisc.png
0371,371_0,bagon,3,dragon,,1,https://img.pokemondb.net/sprites/home/normal/bagon.png
0372,372_0,shelgon,3,dragon,,1,https://img.pokemondb.net/sprites/home/normal/shelgon.png
0373,373_0,salamence,3,dragon,flying,2,https://img.pokemondb.net/sprites/home/normal/salamence.png
0374,374_0,beldum,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/beldum.png
0375,375_0,metang,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/metang.png
0376,376_0,metagross,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/metagross.png
0377,377_0,regirock,3,rock,,1,https://img.pokemondb.net/sprites/home/normal/regirock.png
0378,378_0,regice,3,ice,,1,https://img.pokemondb.net/sprites/home/normal/regice.png
0379,379_0,registeel,3,steel,,1,https://img.pokemondb.net/sprites/home/normal/registeel.png
0380,380_0,latias,3,dragon,psychic,2,https://img.pokemondb.net/sprites/home/normal/latias.png
0381,381_0,latios,3,dragon,psychic,2,https://img.pokemondb.net/sprites/home/normal/latios.png
0382,382_0,kyogre,3,water,,1,https://img.pokemondb.net/sprites/home/normal/kyogre.png
0382,382_1,kyogre-primal,3,water,,1,https://img.pokemondb.net/sprites/home/normal/kyogre-primal.png
0383,383_0,groudon,3,ground,,1,https://img.pokemondb.net/sprites/home/normal/groudon.png
0383,383_1,groudon-primal,3,ground,fire,2,https://img.pokemondb.net/sprites/home/normal/groudon-primal.png
0384,384_0,rayquaza,3,dragon,flying,2,https://img.pokemondb.net/sprites/home/normal/rayquaza.png
0385,385_0,jirachi,3,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/jirachi.png
0386,386_0,deoxys,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys.png
0386,386_1,deoxys-attack,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-attack.png
0386,386_2,deoxys-defense,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-defense.png
0386,386_3,deoxys-speed,3,psychic,,1,https://img.pokemondb.net/sprites/home/normal/deoxys-speed.png
0387,387_0,turtwig,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/turtwig.png
0388,388_0,grotle,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/grotle.png
0389,389_0,torterra,4,grass,ground,2,https://img.pokemondb.net/sprites/home/normal/torterra.png
0390,390_0,chimchar,4,fire,,1,https://img.pokemondb.net/sprites/home/normal/chimchar.png
0391,391_0,monferno,4,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/monferno.png
0392,392_0,infernape,4,fire,fighting,2,https://img.pokemondb.net/sprites/home/normal/infernape.png
0393,393_0,piplup,4,water,,1,https://img.pokemondb.net/sprites/home/normal/piplup.png
0394,394_0,prinplup,4,water,,1,https://img.pokemondb.net/sprites/home/normal/prinplup.png
0395,395_0,empoleon,4,water,steel,2,https://img.pokemondb.net/sprites/home/normal/empoleon.png
0396,396_0,starly,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/starly.png
0397,397_0,staravia,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/staravia.png
0398,398_0,staraptor,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/staraptor.png
0399,399_0,bidoof,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/bidoof.png
0400,400_0,bibarel,4,normal,water,2,https://img.pokemondb.net/sprites/home/normal/bibarel.png
0401,401_0,kricketot,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/kricketot.png
0402,402_0,kricketune,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/kricketune.png
0403,403_0,shinx,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/shinx.png
0404,404_0,luxio,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/luxio.png
0405,405_0,luxray,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/luxray.png
0406,406_0,budew,4,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/budew.png
0407,407_0,roserade,4,grass,poison,2,https://img.pokemondb.net/sprites/home/normal/roserade.png
0408,408_0,cranidos,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/cranidos.png
0409,409_0,rampardos,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/rampardos.png
0410,410_0,shieldon,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/shieldon.png
0411,411_0,bastiodon,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/bastiodon.png
0412,412_0,burmy-plant,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-plant.png
0412,412_1,burmy-sandy,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-sandy.png
0412,412_2,burmy-trash,4,bug,,1,https://img.pokemondb.net/sprites/home/normal/burmy-trash.png
0413,413_0,wormadam-plant,4,bug,grass,2,https://img.pokemondb.net/sprites/home/normal/wormadam-plant.png
0413,413_1,wormadam-sandy,4,bug,ground,2,https://img.pokemondb.net/sprites/home/normal/wormadam-sandy.png
0413,413_2,wormadam-trash,4,bug,steel,2,https://img.pokemondb.net/sprites/home/normal/wormadam-trash.png
0414,414_0,mothim,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/mothim.png
0415,415_0,combee,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/combee.png
0416,416_0,vespiquen,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/vespiquen.png
0417,417_0,pachirisu,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/pachirisu.png
0418,418_0,buizel,4,water,,1,https://img.pokemondb.net/sprites/home/normal/buizel.png
0419,419_0,floatzel,4,water,,1,https://img.pokemondb.net/sprites/home/normal/floatzel.png
0420,420_0,cherubi,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherubi.png
0421,421_0,cherrim,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherrim.png
0421,421_1,cherrim-sunshine,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/cherrim-sunshine.png
0422,422_0,shellos-east,4,water,,1,https://img.pokemondb.net/sprites/home/normal/shellos-east.png
0422,422_1,shellos-west,4,water,,1,https://img.pokemondb.net/sprites/home/normal/shellos-west.png
0423,423_0,gastrodon-east,4,water,ground,2,https://img.pokemondb.net/sprites/home/normal/gastrodon-east.png
0423,423_1,gastrodon-west,4,water,ground,2,https://img.pokemondb.net/sprites/home/normal/gastrodon-west.png
0424,424_0,ambipom,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/ambipom.png
0425,425_0,drifloon,4,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/drifloon.png
0426,426_0,drifblim,4,ghost,flying,2,https://img.pokemondb.net/sprites/home/normal/drifblim.png
0427,427_0,buneary,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/buneary.png
0428,428_0,lopunny,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/lopunny.png
0429,429_0,mismagius,4,ghost,,1,https://img.pokemondb.net/sprites/home/normal/mismagius.png
0430,430_0,honchkrow,4,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/honchkrow.png
0431,431_0,glameow,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/glameow.png
0432,432_0,purugly,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/purugly.png
0433,433_0,chingling,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/chingling.png
0434,434_0,stunky,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/stunky.png
0435,435_0,skuntank,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/skuntank.png
0436,436_0,bronzor,4,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/bronzor.png
0437,437_0,bronzong,4,steel,psychic,2,https://img.pokemondb.net/sprites/home/normal/bronzong.png
0438,438_0,bonsly,4,rock,,1,https://img.pokemondb.net/sprites/home/normal/bonsly.png
0439,439_0,mime-jr,4,psychic,fairy,2,https://img.pokemondb.net/sprites/home/normal/mime-jr.png
0440,440_0,happiny,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/happiny.png
0441,441_0,chatot,4,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/chatot.png
0442,442_0,spiritomb,4,ghost,dark,2,https://img.pokemondb.net/sprites/home/normal/spiritomb.png
0443,443_0,gible,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/gible.png
0444,444_0,gabite,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/gabite.png
0445,445_0,garchomp,4,dragon,ground,2,https://img.pokemondb.net/sprites/home/normal/garchomp.png
0446,446_0,munchlax,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/munchlax.png
0447,447_0,riolu,4,fighting,,1,https://img.pokemondb.net/sprites/home/normal/riolu.png
0448,448_0,lucario,4,fighting,steel,2,https://img.pokemondb.net/sprites/home/normal/lucario.png
0449,449_0,hippopotas,4,ground,,1,https://img.pokemondb.net/sprites/home/normal/hippopotas.png
0450,450_0,hippowdon,4,ground,,1,https://img.pokemondb.net/sprites/home/normal/hippowdon.png
0451,451_0,skorupi,4,poison,bug,2,https://img.pokemondb.net/sprites/home/normal/skorupi.png
0452,452_0,drapion,4,poison,dark,2,https://img.pokemondb.net/sprites/home/normal/drapion.png
0453,453_0,croagunk,4,poison,fighting,2,https://img.pokemondb.net/sprites/home/normal/croagunk.png
0454,454_0,toxicroak,4,poison,fighting,2,https://img.pokemondb.net/sprites/home/normal/toxicroak.png
0455,455_0,carnivine,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/carnivine.png
0456,456_0,finneon,4,water,,1,https://img.pokemondb.net/sprites/home/normal/finneon.png
0457,457_0,lumineon,4,water,,1,https://img.pokemondb.net/sprites/home/normal/lumineon.png
0458,458_0,mantyke,4,water,flying,2,https://img.pokemondb.net/sprites/home/normal/mantyke.png
0459,459_0,snover,4,grass,ice,2,https://img.pokemondb.net/sprites/home/normal/snover.png
0460,460_0,abomasnow,4,grass,ice,2,https://img.pokemondb.net/sprites/home/normal/abomasnow.png
0461,461_0,weavile,4,dark,ice,2,https://img.pokemondb.net/sprites/home/normal/weavile.png
0462,462_0,magnezone,4,electric,steel,2,https://img.pokemondb.net/sprites/home/normal/magnezone.png
0463,463_0,lickilicky,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/lickilicky.png
0464,464_0,rhyperior,4,ground,rock,2,https://img.pokemondb.net/sprites/home/normal/rhyperior.png
0465,465_0,tangrowth,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/tangrowth.png
0466,466_0,electivire,4,electric,,1,https://img.pokemondb.net/sprites/home/normal/electivire.png
0467,467_0,magmortar,4,fire,,1,https://img.pokemondb.net/sprites/home/normal/magmortar.png
0468,468_0,togekiss,4,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/togekiss.png
0469,469_0,yanmega,4,bug,flying,2,https://img.pokemondb.net/sprites/home/normal/yanmega.png
0470,470_0,leafeon,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/leafeon.png
0471,471_0,glaceon,4,ice,,1,https://img.pokemondb.net/sprites/home/normal/glaceon.png
0472,472_0,gliscor,4,ground,flying,2,https://img.pokemondb.net/sprites/home/normal/gliscor.png
0473,473_0,mamoswine,4,ice,ground,2,https://img.pokemondb.net/sprites/home/normal/mamoswine.png
0474,474_0,porygon-z,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/porygon-z.png
0475,475_0,gallade,4,psychic,fighting,2,https://img.pokemondb.net/sprites/home/normal/gallade.png
0476,476_0,probopass,4,rock,steel,2,https://img.pokemondb.net/sprites/home/normal/probopass.png
0477,477_0,dusknoir,4,ghost,,1,https://img.pokemondb.net/sprites/home/normal/dusknoir.png
0478,478_0,froslass,4,ice,ghost,2,https://img.pokemondb.net/sprites/home/normal/froslass.png
0479,479_0,rotom,4,electric,ghost,2,https://img.pokemondb.net/sprites/home/normal/rotom.png
0479,479_1,rotom-heat,4,electric,fire,2,https://img.pokemondb.net/sprites/home/normal/rotom-heat.png
0479,479_2,rotom-wash,4,electric,water,2,https://img.pokemondb.net/sprites/home/normal/rotom-wash.png
0479,479_3,rotom-frost,4,electric,ice,2,https://img.pokemondb.net/sprites/home/normal/rotom-frost.png
0479,479_4,rotom-fan,4,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/rotom-fan.png
0479,479_5,rotom-mow,4,electric,grass,2,https://img.pokemondb.net/sprites/home/normal/rotom-mow.png
0480,480_0,uxie,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/uxie.png
0481,481_0,mesprit,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/mesprit.png
0482,482_0,azelf,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/azelf.png
0483,483_0,dialga,4,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/dialga.png
0483,483_1,dialga-origin,4,steel,dragon,2,https://img.pokemondb.net/sprites/home/normal/dialga-origin.png
0484,484_0,palkia,4,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/palkia.png
0484,484_1,palkia-origin,4,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/palkia-origin.png
0485,485_0,heatran,4,fire,steel,2,https://img.pokemondb.net/sprites/home/normal/heatran.png
0486,486_0,regigigas,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/regigigas.png
0487,487_0,giratina,4,ghost,dragon,2,https://img.pokemondb.net/sprites/home/normal/giratina.png
0487,487_1,giratina-origin,4,ghost,dragon,2,https://img.pokemondb.net/sprites/home/normal/giratina-origin.png
0488,488_0,cresselia,4,psychic,,1,https://img.pokemondb.net/sprites/home/normal/cresselia.png
0489,489_0,phione,4,water,,1,https://img.pokemondb.net/sprites/home/normal/phione.png
0490,490_0,manaphy,4,water,,1,https://img.pokemondb.net/sprites/home/normal/manaphy.png
0491,491_0,darkrai,4,dark,,1,https://img.pokemondb.net/sprites/home/normal/darkrai.png
0492,492_0,shaymin-land,4,grass,,1,https://img.pokemondb.net/sprites/home/normal/shaymin-land.png
0492,492_1,shaymin-sky,4,grass,flying,2,https://img.pokemondb.net/sprites/home/normal/shaymin-sky.png
0493,493_0,arceus,4,normal,,1,https://img.pokemondb.net/sprites/home/normal/arceus.png
0494,494_0,victini,5,psychic,fire,2,https://img.pokemondb.net/sprites/home/normal/victini.png
0495,495_0,snivy,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/snivy.png
0496,496_0,servine,5,grass,,1,https://img.pokemondb.net/sprites/home/normal/servine.png
